SL. NO.,STATE,CONSTITUENCY,WINNER NAME,CATEGORY,SOCIAL CATEGORY,PARTY,PARTY SYMBOL,MARGIN,SEX
456,Uttar Pradesh,Hardoi,Anshul Verma,SC,SC,Bharatiya Janata Party,Lotus,81343,MALE
457,Uttar Pradesh,Hathras,Rajesh Kumar Diwaker,SC,SC,Bharatiya Janata Party,Lotus,326386,MALE
458,Uttar Pradesh,Jalaun,Bhanu Pratap Singh Verma,SC,SC,Bharatiya Janata Party,Lotus,287202,MALE
459,Uttar Pradesh,Jaunpur,Krishna Pratap ''''''''K.P.'''''''',GEN,GEN,Bharatiya Janata Party,Lotus,146310,MALE
460,Uttar Pradesh,Jhansi,Uma Bharati,GEN,GEN,Bharatiya Janata Party,Lotus,190467,FEMALE
461,Uttar Pradesh,Kairana,Hukum Singh,GEN,GEN,Bharatiya Janata Party,Lotus,236828,MALE
462,Uttar Pradesh,Kaiserganj,Brij Bhusan Sharan Singh,GEN,GEN,Bharatiya Janata Party,Lotus,78218,MALE
463,Uttar Pradesh,Kannauj,Dimple Yadav,GEN,GEN,Samajwadi Party,Bicycle,19907,FEMALE
464,Uttar Pradesh,Kanpur,Dr.Murli Manohar Joshi,GEN,GEN,Bharatiya Janata Party,Lotus,222946,MALE
465,Uttar Pradesh,Kaushambi,Vinod Kumar Sonkar,SC,SC,Bharatiya Janata Party,Lotus,42900,MALE
466,Uttar Pradesh,Kheri,Ajay Kumar,GEN,GEN,Bharatiya Janata Party,Lotus,110274,MALE
467,Uttar Pradesh,Kushi Nagar,Rajesh Pandey Urf Guddu,GEN,GEN,Bharatiya Janata Party,Lotus,85540,MALE
468,Uttar Pradesh,Lalganj,Neelam Sonkar,SC,SC,Bharatiya Janata Party,Lotus,63086,FEMALE
469,Uttar Pradesh,Lucknow,Raj Nath Singh,GEN,GEN,Bharatiya Janata Party,Lotus,272749,MALE
470,Uttar Pradesh,Machhlishahr,Ram Charitra Nishad,SC,SC,Bharatiya Janata Party,Lotus,172155,MALE
471,Uttar Pradesh,Maharajganj,Pankaj,GEN,GEN,Bharatiya Janata Party,Lotus,240458,MALE
472,Uttar Pradesh,Mainpuri,Mulayam Singh Yadav,GEN,GEN,Samajwadi Party,Bicycle,364666,MALE
473,Uttar Pradesh,Mathura,Hema Malini,GEN,GEN,Bharatiya Janata Party,Lotus,330743,FEMALE
474,Uttar Pradesh,Meerut,Rajendra Agarwal,GEN,GEN,Bharatiya Janata Party,Lotus,232326,MALE
475,Uttar Pradesh,Mirzapur,Anupriya Singh Patel,GEN,GEN,Apna Dal,Cup & Saucer,219079,FEMALE
476,Uttar Pradesh,Misrikh,Anju Bala,SC,SC,Bharatiya Janata Party,Lotus,87363,FEMALE
477,Uttar Pradesh,Mohanlalganj,Kaushal Kishore,SC,SC,Bharatiya Janata Party,Lotus,145416,MALE
478,Uttar Pradesh,Moradabad,Kunwer Sarvesh Kumar,GEN,GEN,Bharatiya Janata Party,Lotus,87504,MALE
479,Uttar Pradesh,Muzaffarnagar,(Dr.) Sanjeev Kumar Balyan,GEN,GEN,Bharatiya Janata Party,Lotus,401150,MALE
480,Uttar Pradesh,Nagina,Yashwant Singh,SC,SC,Bharatiya Janata Party,Lotus,92390,MALE
481,Uttar Pradesh,Phulpur,Keshav Prasad Maurya,GEN,GEN,Bharatiya Janata Party,Lotus,308308,MALE
482,Uttar Pradesh,Pilibhit,Maneka Sanjay Gandhi,GEN,GEN,Bharatiya Janata Party,Lotus,307052,FEMALE
483,Uttar Pradesh,Pratapgarh,Kuwar Harivansh Singh,GEN,GEN,Apna Dal,Scissors,168222,MALE
484,Uttar Pradesh,Rae Bareli,Sonia Gandhi,GEN,GEN,Indian National Congress,Hand,352713,FEMALE
485,Uttar Pradesh,Rampur,Dr. Nepal Singh,GEN,GEN,Bharatiya Janata Party,Lotus,23435,MALE
486,Uttar Pradesh,Robertsganj,Chhotelal,SC,SC,Bharatiya Janata Party,Lotus,190486,MALE
487,Uttar Pradesh,Saharanpur,Raghav Lakhanpal,GEN,GEN,Bharatiya Janata Party,Lotus,65090,MALE
488,Uttar Pradesh,Salempur,Ravindra Kushawaha,GEN,GEN,Bharatiya Janata Party,Lotus,232342,MALE
489,Uttar Pradesh,Sambhal,Satyapal Singh,GEN,GEN,Bharatiya Janata Party,Lotus,5174,MALE
490,Uttar Pradesh,Sant Kabir Nagar,Sharad Tripathi,GEN,GEN,Bharatiya Janata Party,Lotus,97978,MALE
491,Uttar Pradesh,Shahjahanpur,Krishna Raj,SC,SC,Bharatiya Janata Party,Lotus,235529,FEMALE
492,Uttar Pradesh,Shrawasti,Daddan Mishra,GEN,GEN,Bharatiya Janata Party,Lotus,85913,MALE
493,Uttar Pradesh,Sitapur,Rajesh Verma,GEN,GEN,Bharatiya Janata Party,Lotus,51027,MALE
494,Uttar Pradesh,Sultanpur,Feroze Varun Gandhi,GEN,GEN,Bharatiya Janata Party,Lotus,178902,MALE
495,Uttar Pradesh,Unnao,Sakshi Maharaj,GEN,GEN,Bharatiya Janata Party,Lotus,310173,MALE
496,Uttar Pradesh,Varanasi,Narendra Modi,GEN,GEN,Bharatiya Janata Party,Lotus,371784,MALE
497,Uttarakhand,Almora,Ajay Tamta,SC,SC,Bharatiya Janata Party,Lotus,95690,MALE
498,Uttarakhand,Garhwal,(Maj Gen (Retd.) ) Bhuwan Chandra Khanduri (Avsm),GEN,GEN,Bharatiya Janata Party,Lotus,184526,MALE
499,Uttarakhand,Hardwar,Ramesh Pokhriyal Nishank,GEN,GEN,Bharatiya Janata Party,Lotus,177822,MALE
500,Uttarakhand,Nainital-Udhamsingh Nagar,Bhagat Singh Koshyari,GEN,GEN,Bharatiya Janata Party,Lotus,284717,MALE
501,Uttarakhand,Tehri Garhwal,Mala Rajya Laxmi Shah,GEN,GEN,Bharatiya Janata Party,Lotus,192503,FEMALE
502,West Bengal,Alipurduars,Dasrath Tirkey,ST,ST,All India Trinamool Congress,Flowers and Grass,21397,MALE
503,West Bengal,Arambagh,Aparupa Poddar (Afrin Ali),SC,SC,All India Trinamool Congress,Flowers and Grass,346845,FEMALE
504,West Bengal,Asansol,Babul Supriya Baral (Babul Supriyo),GEN,GEN,Bharatiya Janata Party,Lotus,70480,MALE
505,West Bengal,Baharampur,Adhir Ranjan Chowdhury,GEN,GEN,Indian National Congress,Hand,356567,MALE
506,West Bengal,Balurghat,Arpita Ghosh,GEN,GEN,All India Trinamool Congress,Flowers and Grass,106964,FEMALE
507,West Bengal,Bangaon,Kapil Krishna Thakur,SC,SC,All India Trinamool Congress,Flowers and Grass,146601,MALE
508,West Bengal,Bankura,Sreemati  Dev Varma (Moon Moon Sen),GEN,GEN,All India Trinamool Congress,Flowers and Grass,98506,FEMALE
509,West Bengal,Barasat,Dr. Kakali Ghoshdostidar,GEN,GEN,All India Trinamool Congress,Flowers and Grass,173141,FEMALE
510,West Bengal,Bardhaman Purba,Sunil Kumar Mondal,SC,SC,All India Trinamool Congress,Flowers and Grass,114379,MALE
511,West Bengal,Barrackpore,Dinesh Trivedi,GEN,GEN,All India Trinamool Congress,Flowers and Grass,206773,MALE
512,West Bengal,Basirhat,Idris Ali,GEN,GEN,All India Trinamool Congress,Flowers and Grass,109659,MALE
513,West Bengal,Birbhum,Satabdi Roy,GEN,GEN,All India Trinamool Congress,Flowers and Grass,67263,FEMALE
514,West Bengal,Bishnupur,Khan Saumitra,SC,SC,All India Trinamool Congress,Flowers and Grass,149685,MALE
515,West Bengal,Bolpur,Anupam Hazra,SC,SC,All India Trinamool Congress,Flowers and Grass,236112,MALE
516,West Bengal,Burdwan - Durgapur,Dr. Mamtaz Sanghamita,GEN,GEN,All India Trinamool Congress,Flowers and Grass,107331,FEMALE
517,West Bengal,Cooch Behar,Renuka Sinha,SC,SC,All India Trinamool Congress,Flowers and Grass,87107,FEMALE
518,West Bengal,Darjeeling,S.S.Ahluwalia,GEN,GEN,Bharatiya Janata Party,Lotus,197239,MALE
519,West Bengal,Diamond Harbour,Abhishek Banerjee,GEN,GEN,All India Trinamool Congress,Flowers and Grass,71298,MALE
520,West Bengal,Dum Dum,Saugata Roy,GEN,GEN,All India Trinamool Congress,Flowers and Grass,154934,MALE
521,West Bengal,Ghatal,Adhikari Deepak (Dev),GEN,GEN,All India Trinamool Congress,Flowers and Grass,260891,MALE
522,West Bengal,Hooghly,Dr. Ratna De (Nag),GEN,GEN,All India Trinamool Congress,Flowers and Grass,189084,FEMALE
523,West Bengal,Howrah,Prasun Banerjee,GEN,GEN,All India Trinamool Congress,Flowers and Grass,196956,MALE
524,West Bengal,Jadavpur,Sugata Bose,GEN,GEN,All India Trinamool Congress,Flowers and Grass,125203,MALE
525,West Bengal,Jalpaiguri,Bijoy Chandra Barman,SC,SC,All India Trinamool Congress,Flowers and Grass,69606,MALE
526,West Bengal,Jangipur,Abhijit Mukherjee,GEN,GEN,Indian National Congress,Hand,8161,MALE
527,West Bengal,Jhargram,Uma Saren,ST,ST,All India Trinamool Congress,Flowers and Grass,347883,FEMALE
528,West Bengal,Joynagar,Pratima Mondal,SC,SC,All India Trinamool Congress,Flowers and Grass,108384,FEMALE
529,West Bengal,Kanthi,Adhikari Sisir Kumar,GEN,GEN,All India Trinamool Congress,Flowers and Grass,229490,MALE
530,West Bengal,Kolkata Dakshin,Subrata Bakshi,GEN,GEN,All India Trinamool Congress,Flowers and Grass,136339,MALE
531,West Bengal,Kolkata Uttar,Sudip Bandyopadhyay,GEN,GEN,All India Trinamool Congress,Flowers and Grass,96226,MALE
532,West Bengal,Krishnanagar,Tapas Paul,GEN,GEN,All India Trinamool Congress,Flowers and Grass,71255,MALE
533,West Bengal,Maldaha Dakshin,Abu Hasem Khan Chowdhury,GEN,GEN,Indian National Congress,Hand,164111,MALE
534,West Bengal,Maldaha Uttar,Mausam Noor,GEN,GEN,Indian National Congress,Hand,65705,FEMALE
535,West Bengal,Mathurapur,Choudhury Mohan Jatua,SC,SC,All India Trinamool Congress,Flowers and Grass,138768,MALE
536,West Bengal,Medinipur,Sandhya Roy,GEN,GEN,All India Trinamool Congress,Flowers and Grass,185128,FEMALE
537,West Bengal,Murshidabad,Badaruddoza Khan,GEN,GEN,Communist Party Of India  (Marxist),"Hammer, Sickle and Star",18453,MALE
538,West Bengal,Purulia,Dr. Mriganka Mahato,GEN,GEN,All India Trinamool Congress,Flowers and Grass,153877,MALE
539,West Bengal,Raiganj,Md. Salim,GEN,GEN,Communist Party Of India  (Marxist),"Hammer, Sickle and Star",1634,MALE
540,West Bengal,Ranaghat,Tapas Mandal,SC,SC,All India Trinamool Congress,Flowers and Grass,201767,MALE
541,West Bengal,Srerampur,Kalyan Banerjee,GEN,GEN,All India Trinamool Congress,Flowers and Grass,152526,MALE
542,West Bengal,Tamluk,Adhikari Suvendu,GEN,GEN,All India Trinamool Congress,Flowers and Grass,246481,MALE
543,West Bengal,Uluberia,Sultan Ahmed,GEN,GEN,All India Trinamool Congress,Flowers and Grass,201222,MALE
